264,245,265,264,264,268,265,265,267,266,264,266,245,267,245,264,244,264,265,267,179,267,264,265,264,264,264,245,268,244,268,244,264,264,264,264,268,244,264,267,264,244,264,264,266,223,264,264,267,264
267,267,244,267,264,264,264,264,264,267,245,266,264,264,268,264,264,264,264,264,201,264,264,264,267,266,264,244,267,264,265,264,264,264,266,267,266,264,245,265,266,268,267,265,267,266,264,264,264,268
268,264,264,265,267,244,267,264,267,268,264,267,268,267,267,264,264,265,264,266,244,245,245,267,245,245,244,265,245,245,264,264,267,268,268,245,264,245,264,264,264,268,265,264,268,264,265,267,244,266
155,156,264,244,265,267,264,266,264,245,267,267,267,244,268,265,266,264,265,266,265,245,264,266,264,244,264,154,156,154,155,156,245,264,266,264,268,264,245,266,264,264,264,245,245,268,264,266,264,244
177,203,155,156,265,264,244,266,265,266,264,265,244,265,267,264,267,264,268,264,265,268,245,266,244,267,264,198,225,226,199,200,267,267,266,264,264,266,154,155,156,244,265,264,264,244,268,264,264,266
177,177,177,203,155,155,156,245,264,245,268,265,264,245,264,264,266,267,264,244,244,154,156,264,264,266,266,265,264,265,245,266,268,265,264,264,244,264,176,181,200,264,268,267,244,264,268,264,264,264
177,177,242,177,177,177,203,155,156,264,264,264,266,267,267,266,264,268,264,268,154,185,200,264,268,267,267,264,264,245,264,264,264,266,266,264,268,154,185,200,245,264,264,244,264,266,267,245,268,245
177,177,243,242,177,177,177,177,203,155,156,268,264,245,268,267,264,264,245,244,198,200,245,264,266,267,264,264,266,264,245,264,266,265,264,245,267,198,200,265,244,266,265,265,264,245,264,264,244,265
177,242,243,177,177,177,177,177,177,243,178,264,264,268,264,266,245,244,266,244,265,264,245,264,264,264,264,244,245,264,244,264,264,268,264,264,244,264,245,245,264,265,265,265,244,268,266,264,154,155
177,177,242,177,177,177,177,177,177,177,203,155,156,264,266,264,266,267,264,268,267,264,264,264,245,264,264,266,266,264,264,266,264,264,268,223,245,268,244,264,266,245,244,268,265,267,154,155,204,177
177,177,177,177,177,243,177,243,177,177,242,177,203,156,264,267,244,264,266,264,245,264,244,264,245,245,265,244,266,264,264,268,264,267,265,265,245,268,264,264,267,245,264,264,265,264,176,177,177,177
177,177,177,177,177,177,243,177,177,177,177,177,177,203,156,244,268,267,266,264,268,264,264,244,267,268,268,265,265,267,264,244,264,268,265,266,264,245,266,265,265,264,264,154,155,155,204,177,177,177
177,177,177,177,177,243,177,177,177,177,177,177,177,177,178,266,264,245,267,264,244,266,264,267,245,268,245,154,156,244,264,266,266,244,267,245,266,245,268,154,155,155,155,204,243,242,177,243,177,177
177,243,177,243,177,177,177,177,177,177,242,177,177,177,203,156,268,264,264,154,156,264,268,265,268,267,245,176,178,267,264,264,264,266,265,268,244,264,154,204,177,243,243,177,177,177,177,177,177,177
177,243,177,177,177,177,177,177,177,177,177,177,177,243,177,178,264,265,264,176,178,245,266,267,244,245,264,198,200,264,265,264,268,264,266,265,154,155,204,177,177,177,177,177,177,243,177,177,177,177
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,264,265,264,198,183,264,266,266,266,266,264,264,245,264,264,267,266,268,264,154,204,242,177,177,177,177,177,177,177,177,177,177,177,177
177,243,177,177,177,177,243,177,177,177,177,177,243,177,177,203,156,264,264,266,202,156,267,264,245,265,264,264,265,264,244,268,264,245,154,204,177,243,177,177,177,177,177,177,177,177,177,177,242,177
243,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,245,244,264,198,200,264,264,264,266,264,264,264,266,265,264,268,264,176,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
177,177,177,242,242,177,177,177,177,177,177,177,242,177,177,177,203,156,244,244,265,267,264,244,268,244,267,268,265,265,244,264,244,154,204,242,177,177,243,242,242,243,177,177,177,177,177,177,177,177
242,177,177,243,177,177,177,177,177,177,177,177,177,177,177,243,177,203,156,264,264,264,244,268,264,265,265,266,244,223,264,268,267,176,177,177,243,177,177,177,177,177,177,177,242,177,243,177,177,177
177,177,177,177,177,243,177,177,177,177,177,177,177,242,177,177,243,177,178,244,268,267,268,264,265,264,268,268,244,268,267,267,154,204,177,177,177,242,177,177,243,177,177,177,177,177,177,177,177,177
177,177,177,177,177,177,177,177,177,242,177,242,243,177,177,242,177,177,178,267,244,264,264,265,264,245,266,265,264,264,265,154,204,177,177,177,177,177,243,177,177,243,243,177,242,177,177,177,177,242
177,242,177,177,177,177,177,177,242,177,177,177,177,177,177,177,177,242,178,264,266,265,264,266,264,264,264,266,264,245,268,176,177,177,177,177,177,242,177,177,177,177,177,177,177,243,177,177,177,177
177,177,177,177,177,177,242,177,177,177,177,177,177,177,177,177,177,177,178,244,264,244,267,267,265,244,268,266,268,267,267,176,177,177,177,177,177,177,177,177,243,177,242,177,177,177,177,177,177,177
